"","stringency_index","cases_pm","vaxxed_ph","deaths_pm","date","iso_code","continent","country","positive_rate","population","accept","death_group","cases_group"
"659",53.7,115.605,NA,10.067,2020-12-28,"BGR","Europe","Bulgaria",0.1924,6896655,0.481387542155816,"high","average"
"660",53.7,124.843,NA,12.097,2021-01-04,"BGR","Europe","Bulgaria",0.1865,6896655,0.48181915387437,"high","average"
"661",53.7,104.626,0.21,8.223,2021-01-11,"BGR","Europe","Bulgaria",0.0848,6896655,0.466233554480629,"high","average"
"662",53.7,67.362,0.27,6.898,2021-01-18,"BGR","Europe","Bulgaria",0.069,6896655,0.485065530967432,"high","average"
"663",53.7,66.409,0.32,6.525,2021-01-25,"BGR","Europe","Bulgaria",0.0681,6896655,0.495885390457807,"high","average"
"664",53.7,82.669,0.42,5.427,2021-02-01,"BGR","Europe","Bulgaria",0.0533,6896655,0.498619555281127,"high","average"
"665",53.7,109.142,0.6,5.758,2021-02-08,"BGR","Europe","Bulgaria",0.082,6896655,0.481202248657656,"high","average"
"666",53.7,122.171,0.81,5.199,2021-02-15,"BGR","Europe","Bulgaria",0.0889,6896655,0.482991573945086,"high","average"
"667",53.7,162.48,1.5,5.427,2021-02-22,"BGR","Europe","Bulgaria",0.1172,6896655,0.489215415374176,"high","high"
"668",53.7,228.579,2.68,7.768,2021-03-01,"BGR","Europe","Bulgaria",0.1451,6896655,0.488045537384273,"high","high"
"669",53.7,283.305,3.53,9.446,2021-03-08,"BGR","Europe","Bulgaria",0.1724,6896655,0.476412995251142,"high","high"
"670",50.93,412.022,4.08,14.665,2021-03-15,"BGR","Europe","Bulgaria",0.2057,6896655,0.417136595400618,"high","high"
"671",61.11,511.552,4.39,14.831,2021-03-22,"BGR","Europe","Bulgaria",0.2263,6896655,0.398762340620681,"high","high"
"672",61.11,525.306,5.15,15.018,2021-03-29,"BGR","Europe","Bulgaria",0.2343,6896655,0.392025938490953,"high","high"
"673",53.7,489.036,5.91,18.083,2021-04-05,"BGR","Europe","Bulgaria",0.2116,6896655,0.392055856356806,"high","high"
"674",53.7,378.154,6.75,17.255,2021-04-12,"BGR","Europe","Bulgaria",0.1823,6896655,0.359266140220745,"high","high"
"675",53.7,283.781,7.46,16.426,2021-04-19,"BGR","Europe","Bulgaria",0.1493,6896655,0.358665704082297,"high","high"
"676",48.15,216.337,8.18,14.272,2021-04-26,"BGR","Europe","Bulgaria",0.1227,6896655,0.343575124713868,"high","high"
"677",50.93,136.008,8.9,9.259,2021-05-03,"BGR","Europe","Bulgaria",0.0806,6896655,0.367851954195011,"high","high"
"678",50.93,112.995,9.45,10.295,2021-05-10,"BGR","Europe","Bulgaria",0.0881,6896655,0.345683536031204,"high","average"
"679",50.93,74.342,10.28,6.173,2021-05-17,"BGR","Europe","Bulgaria",0.0462,6896655,0.307306422084738,"high","average"
"680",48.15,38.487,11.03,3.521,2021-05-24,"BGR","Europe","Bulgaria",0.0228,6896655,0.298831996377784,"high","average"
"681",48.15,38.321,11.68,3.874,2021-05-31,"BGR","Europe","Bulgaria",0.026,6896655,0.318886910057436,"high","average"
"682",62.96,22.868,12.24,3.19,2021-06-07,"BGR","Europe","Bulgaria",0.0132,6896655,0.305457292570255,"high","low"
"683",62.96,16.82,12.79,1.264,2021-06-14,"BGR","Europe","Bulgaria",0.0105,6896655,0.297577172078786,"average","low"
"684",62.96,13.651,13.27,1.761,2021-06-21,"BGR","Europe","Bulgaria",0.0078,6896655,0.259824149516771,"average","low"
"685",42.59,10.233,13.7,0.829,2021-06-28,"BGR","Europe","Bulgaria",0.0065,6896655,0.286072870283019,"average","low"
"686",42.59,10.461,14.13,1.761,2021-07-05,"BGR","Europe","Bulgaria",0.0053,6896655,0.28610538654449,"average","low"
"687",42.59,8.161,14.62,0.394,2021-07-12,"BGR","Europe","Bulgaria",0.0043,6896655,0.286102685784659,"average","low"
"688",42.59,11.041,NA,0.684,2021-07-19,"BGR","Europe","Bulgaria",0.0054,6896655,0.265122952720785,"average","low"
"689",42.59,16.592,NA,0.456,2021-07-26,"BGR","Europe","Bulgaria",0.0079,6896655,0.2424415598049,"average","low"
"690",20.37,34.427,14.97,0.476,2021-08-02,"BGR","Europe","Bulgaria",0.0151,6896655,0.238795962974922,"average","average"
"691",20.37,67.983,15.37,1.16,2021-08-09,"BGR","Europe","Bulgaria",0.0272,6896655,0.228865408040201,"average","average"
"692",20.37,118.318,15.73,2.03,2021-08-16,"BGR","Europe","Bulgaria",0.0453,6896655,0.222740222881985,"high","average"
"693",20.37,179.197,NA,3.231,2021-08-23,"BGR","Europe","Bulgaria",0.0544,6896655,0.213246947305269,"high","high"
"694",20.37,217.559,NA,6.38,2021-08-30,"BGR","Europe","Bulgaria",0.0678,6896655,0.208251287517255,"high","high"
"695",28.7,186.861,NA,6.401,2021-09-06,"BGR","Europe","Bulgaria",0.0575,6896655,0.205166887061057,"high","high"
"696",43.52,218.74,NA,10.606,2021-09-13,"BGR","Europe","Bulgaria",0.0773,6896655,0.211668282980639,"high","high"
"697",43.52,233.571,NA,10.461,2021-09-20,"BGR","Europe","Bulgaria",0.0839,6896655,0.200059249426868,"high","high"
"698",43.52,224.767,NA,9.777,2021-09-27,"BGR","Europe","Bulgaria",0.0923,6896655,0.216475588828829,"high","high"
"699",43.52,277.629,NA,11.973,2021-10-04,"BGR","Europe","Bulgaria",0.11,6896655,0.20253785009311,"high","high"
"700",47.22,321.75,NA,12.366,2021-10-11,"BGR","Europe","Bulgaria",0.1255,6896655,0.185192475963575,"high","high"
"701",53.7,440.483,NA,13.982,2021-10-18,"BGR","Europe","Bulgaria",0.1705,6896655,0.233824734465973,"high","high"
"702",50,615.371,NA,17.151,2021-10-25,"BGR","Europe","Bulgaria",0.1265,6896655,0.219511163839108,"high","high"
"703",50,687.559,NA,20.569,2021-11-01,"BGR","Europe","Bulgaria",0.1494,6896655,0.211489366880378,"high","high"
"704",47.22,612.077,NA,22.765,2021-11-08,"BGR","Europe","Bulgaria",0.1002,6896655,0.210640957777354,"high","high"
"705",47.22,431.306,NA,23.759,2021-11-15,"BGR","Europe","Bulgaria",0.0938,6896655,0.230287358260291,"high","high"
"706",13.89,7.257,NA,0.033,2020-12-21,"BFA","Africa","Burkina Faso",NA,21497097,0.509941158572844,"low","low"
"707",13.89,6.931,NA,0.013,2020-12-28,"BFA","Africa","Burkina Faso",NA,21497097,0.476760389201878,"low","low"
"708",13.89,5.197,NA,0.053,2021-01-04,"BFA","Africa","Burkina Faso",NA,21497097,0.411512516213847,"low","low"
"709",13.89,7.662,NA,0.02,2021-01-11,"BFA","Africa","Burkina Faso",NA,21497097,0.481779706648071,"low","low"
"710",16.67,7.131,NA,0.106,2021-01-18,"BFA","Africa","Burkina Faso",NA,21497097,0.486809606444797,"low","low"
"711",16.67,4.991,NA,0.08,2021-01-25,"BFA","Africa","Burkina Faso",NA,21497097,0.490922874393531,"low","low"
"712",16.67,4.419,NA,0.027,2021-02-01,"BFA","Africa","Burkina Faso",NA,21497097,0.467762218997361,"low","low"
"713",13.89,3.595,NA,0.086,2021-02-08,"BFA","Africa","Burkina Faso",NA,21497097,0.440660724409449,"low","low"
"714",13.89,2.133,NA,0.027,2021-02-15,"BFA","Africa","Burkina Faso",NA,21497097,0.50923190520079,"low","low"
"715",22.22,1.442,NA,0.007,2021-02-22,"BFA","Africa","Burkina Faso",NA,21497097,0.493242185294118,"low","low"
"716",22.22,1.216,NA,0.027,2021-03-01,"BFA","Africa","Burkina Faso",NA,21497097,0.564658038901602,"low","low"
"717",13.89,1.003,NA,0,2021-03-08,"BFA","Africa","Burkina Faso",NA,21497097,0.537426880681818,"low","low"
"718",22.22,1.309,NA,0.007,2021-03-15,"BFA","Africa","Burkina Faso",NA,21497097,0.520355648648649,"low","low"
"719",22.22,1.203,NA,0.007,2021-03-22,"BFA","Africa","Burkina Faso",NA,21497097,0.477638189655172,"low","low"
"720",30.56,0.95,NA,0,2021-03-29,"BFA","Africa","Burkina Faso",NA,21497097,0.50867078668942,"low","low"
"721",30.56,0.817,NA,0.033,2021-04-05,"BFA","Africa","Burkina Faso",NA,21497097,0.420011844484629,"low","low"
"722",30.56,1.09,NA,0.02,2021-04-12,"BFA","Africa","Burkina Faso",NA,21497097,0.45507693640553,"low","low"
"723",30.56,1.057,NA,0.007,2021-04-19,"BFA","Africa","Burkina Faso",NA,21497097,0.415311743902439,"low","low"
"724",25,0.764,NA,0.013,2021-04-26,"BFA","Africa","Burkina Faso",NA,21497097,0.420671064924115,"low","low"
"725",25,0.405,NA,0.007,2021-05-03,"BFA","Africa","Burkina Faso",NA,21497097,0.36552461599297,"low","low"
"726",25,0.385,NA,0.033,2021-05-10,"BFA","Africa","Burkina Faso",NA,21497097,0.407491169709989,"low","low"
"727",25,0.1,NA,0.013,2021-05-17,"BFA","Africa","Burkina Faso",NA,21497097,0.53861025882353,"low","low"
"728",25,0.12,NA,0.007,2021-05-24,"BFA","Africa","Burkina Faso",NA,21497097,0.515080505672609,"low","low"
"729",25,0.126,NA,0.007,2021-05-31,"BFA","Africa","Burkina Faso",NA,21497097,0.450960498861048,"low","low"
"730",25,0.126,NA,0.007,2021-06-07,"BFA","Africa","Burkina Faso",NA,21497097,0.490849759445844,"low","low"
"731",25,0.04,0.08,0,2021-06-14,"BFA","Africa","Burkina Faso",NA,21497097,0.638299911799762,"low","low"
"732",22.22,0.066,NA,0,2021-06-21,"BFA","Africa","Burkina Faso",NA,21497097,0.501927842578711,"low","low"
"733",22.22,0.066,0.12,0.007,2021-06-28,"BFA","Africa","Burkina Faso",NA,21497097,0.470219087861272,"low","low"
"734",22.22,0.1,NA,0,2021-07-05,"BFA","Africa","Burkina Faso",NA,21497097,0.52206982152231,"low","low"
"735",22.22,0.173,NA,0,2021-07-12,"BFA","Africa","Burkina Faso",NA,21497097,0.537098625463535,"low","low"
"736",22.22,0.106,NA,0.007,2021-07-19,"BFA","Africa","Burkina Faso",NA,21497097,0.540277002496879,"low","low"
"737",22.22,0.093,NA,0,2021-07-26,"BFA","Africa","Burkina Faso",NA,21497097,0.547794915508021,"low","low"
"738",22.22,0.272,NA,0,2021-08-02,"BFA","Africa","Burkina Faso",NA,21497097,0.546432033586132,"low","low"
"739",13.89,0.226,0.18,0,2021-08-09,"BFA","Africa","Burkina Faso",NA,21497097,0.507237200743494,"low","low"
"740",13.89,0.346,NA,0.007,2021-08-16,"BFA","Africa","Burkina Faso",NA,21497097,0.529195927607362,"low","low"
"741",NA,0.253,0.36,0.007,2021-08-23,"BFA","Africa","Burkina Faso",NA,21497097,0.644907184062851,"low","low"
"742",NA,0.352,NA,0,2021-08-30,"BFA","Africa","Burkina Faso",NA,21497097,0.617954075382803,"low","low"
"743",13.89,0.552,NA,0,2021-09-06,"BFA","Africa","Burkina Faso",NA,21497097,0.518832758027523,"low","low"
"744",13.89,0.658,NA,0,2021-09-13,"BFA","Africa","Burkina Faso",NA,21497097,0.572016359696641,"low","low"
"745",13.89,0.678,NA,0.007,2021-09-20,"BFA","Africa","Burkina Faso",NA,21497097,0.520615,"low","low"
"746",70.83,177.934,0.06,3.017,2020-12-21,"CAN","North America","Canada",0.0519,38067913,0.776910852781782,"high","high"
"747",70.83,154.161,0.16,3.179,2020-12-28,"CAN","North America","Canada",0.0523,38067913,0.783002479785672,"high","high"
"748",70.83,208.819,0.36,3.449,2021-01-04,"CAN","North America","Canada",0.077,38067913,0.775191657313949,"high","high"
"749",75.46,209.487,0.94,3.573,2021-01-11,"CAN","North America","Canada",0.0673,38067913,0.789398715290043,"high","high"
"750",75.46,171.933,1.58,3.873,2021-01-18,"CAN","North America","Canada",0.0532,38067913,0.796296105001138,"high","high"
"751",75.46,141.484,2.07,3.805,2021-01-25,"CAN","North America","Canada",0.047,38067913,0.798162699581367,"high","high"
"752",75.46,113.26,2.29,3.377,2021-02-01,"CAN","North America","Canada",0.0392,38067913,0.792518154784772,"high","average"
"753",75.46,91.479,2.43,2.571,2021-02-08,"CAN","North America","Canada",0.0337,38067913,0.794208446987984,"high","average"
"754",75.46,72.645,2.6,1.756,2021-02-15,"CAN","North America","Canada",0.0269,38067913,0.794115003444278,"average","average"
"755",75.46,81.97,2.96,1.599,2021-02-22,"CAN","North America","Canada",0.0319,38067913,0.805372494163106,"average","average"
"756",75.46,78.837,3.75,1.103,2021-03-01,"CAN","North America","Canada",0.0291,38067913,0.807261551312189,"average","average"
"757",75.46,78.731,5.05,0.972,2021-03-08,"CAN","North America","Canada",0.0287,38067913,0.805846202342206,"average","average"
"758",71.76,82.953,6.78,0.822,2021-03-15,"CAN","North America","Canada",0.0308,38067913,0.805975516609159,"average","average"
"759",71.76,96.523,9.2,0.829,2021-03-22,"CAN","North America","Canada",0.0363,38067913,0.80740338148197,"average","average"
"760",71.76,122.953,12.29,0.69,2021-03-29,"CAN","North America","Canada",0.043,38067913,0.804079487184926,"average","average"
"761",75.46,154.915,15.52,0.732,2021-04-05,"CAN","North America","Canada",0.0508,38067913,0.799596020617976,"average","high"
"762",75.46,231.999,19.88,0.979,2021-04-12,"CAN","North America","Canada",0.0712,38067913,0.791155600594202,"average","high"
"763",75.46,227.938,24.66,1.167,2021-04-19,"CAN","North America","Canada",0.0656,38067913,0.771880592026229,"average","high"
"764",75.46,210.443,29.85,1.34,2021-04-26,"CAN","North America","Canada",0.0632,38067913,0.750036253740353,"average","high"
"765",75.46,210.117,34.15,1.193,2021-05-03,"CAN","North America","Canada",0.0597,38067913,0.738680130675885,"average","high"
"766",75.46,189.879,39.64,1.276,2021-05-10,"CAN","North America","Canada",0.0596,38067913,0.696704923218096,"average","high"
"767",75.46,149.488,45.95,1.126,2021-05-17,"CAN","North America","Canada",0.0471,38067913,0.655095555539659,"average","high"
"768",75.46,97.251,52.08,1.047,2021-05-24,"CAN","North America","Canada",0.0414,38067913,0.609028525708929,"average","average"
"769",73.61,79.088,57.54,1.073,2021-05-31,"CAN","North America","Canada",0.0369,38067913,0.517802354760427,"average","average"
"770",73.61,47.115,62.08,0.803,2021-06-07,"CAN","North America","Canada",0.0238,38067913,0.405110046720253,"average","average"
"771",73.61,33.245,64.86,0.69,2021-06-14,"CAN","North America","Canada",0.0189,38067913,0.350704263306279,"average","average"
"772",73.61,24.006,66.5,0.589,2021-06-21,"CAN","North America","Canada",0.014,38067913,0.307036659889773,"average","low"
"773",69.91,16.617,67.59,0.51,2021-06-28,"CAN","North America","Canada",0.0111,38067913,0.296577713628584,"average","low"
"774",69.91,13.288,68.46,0.488,2021-07-05,"CAN","North America","Canada",0.0089,38067913,0.275580279262213,"average","low"
"775",69.91,11.607,69.27,0.266,2021-07-12,"CAN","North America","Canada",0.0075,38067913,0.258125831078392,"low","low"
"776",60.65,10.098,69.99,0.244,2021-07-19,"CAN","North America","Canada",0.0059,38067913,0.24524155344514,"low","low"
"777",60.65,13.089,70.66,0.184,2021-07-26,"CAN","North America","Canada",0.0097,38067913,0.242375886497065,"low","low"
"778",60.65,15.634,71.22,0.18,2021-08-02,"CAN","North America","Canada",0.0119,38067913,0.199432329021988,"low","low"
"779",60.65,40.056,71.76,0.289,2021-08-09,"CAN","North America","Canada",0.0262,38067913,0.208081743220916,"low","average"
"780",60.65,52.2,72.27,0.098,2021-08-16,"CAN","North America","Canada",0.0325,38067913,0.223836516716474,"low","average"
"781",60.65,66.944,72.81,0.413,2021-08-23,"CAN","North America","Canada",0.0372,38067913,0.1961312912083,"average","average"
"782",69.91,85.194,73.43,0.589,2021-08-30,"CAN","North America","Canada",0.0418,38067913,0.19889628949403,"average","average"
"783",71.76,73.313,74.01,0.379,2021-09-06,"CAN","North America","Canada",0.0357,38067913,0.20542867549225,"average","average"
"784",66.2,132.98,74.67,0.811,2021-09-13,"CAN","North America","Canada",0.0622,38067913,0.196680780291476,"average","high"
"785",68.06,115.808,75.4,0.743,2021-09-20,"CAN","North America","Canada",0.0445,38067913,0.179450825627958,"average","average"
"786",68.06,114.637,76.16,0.991,2021-09-27,"CAN","North America","Canada",0.0425,38067913,0.175380250974207,"average","average"
"787",68.06,106.595,76.73,1.137,2021-10-04,"CAN","North America","Canada",0.0369,38067913,0.193060794861776,"average","average"
"788",68.06,71.774,77.2,0.788,2021-10-11,"CAN","North America","Canada",0.0263,38067913,0.172445421487603,"average","average"
"789",68.06,95.221,77.68,1.321,2021-10-18,"CAN","North America","Canada",0.0398,38067913,0.175569496734736,"average","average"
"790",64.35,65.083,78.05,0.908,2021-10-25,"CAN","North America","Canada",0.0282,38067913,0.162110116257844,"average","average"
"791",69.91,59.844,78.36,0.822,2021-11-01,"CAN","North America","Canada",0.028,38067913,0.15851474994049,"average","average"
"792",69.91,62.317,78.61,0.634,2021-11-08,"CAN","North America","Canada",0.0265,38067913,0.127893293506494,"average","average"
"793",69.91,65.612,78.86,0.717,2021-11-15,"CAN","North America","Canada",0.0296,38067913,0.158857019190326,"average","average"
"794",73.61,105.312,NA,1.978,2020-12-21,"CHL","South America","Chile",0.0496,19212362,0.728716359560951,"high","average"
"795",79.17,104.36,0.05,1.829,2020-12-28,"CHL","South America","Chile",0.0556,19212362,0.734204036424289,"average","average"
"796",79.17,138.4,0.05,2.409,2021-01-04,"CHL","South America","Chile",0.0766,19212362,0.719590910641621,"high","high"
"797",79.17,187.759,0.06,2.937,2021-01-11,"CHL","South America","Chile",0.0754,19212362,0.718441564061787,"high","high"
"798",79.17,207.143,0.13,2.863,2021-01-18,"CHL","South America","Chile",0.0721,19212362,0.728544878034459,"high","high"
"799",79.17,218.817,0.3,3.361,2021-01-25,"CHL","South America","Chile",0.077,19212362,0.738093616473544,"high","high"
"800",79.17,206.043,0.3,4,2021-02-01,"CHL","South America","Chile",0.0728,19212362,0.759786288581152,"high","high"
"801",79.17,181.892,4.38,3.859,2021-02-08,"CHL","South America","Chile",0.0696,19212362,0.795180614260624,"high","high"
"802",79.17,179.877,11.12,4.223,2021-02-15,"CHL","South America","Chile",0.072,19212362,0.81353225597127,"high","high"
"803",79.17,174.501,15.42,3.733,2021-02-22,"CHL","South America","Chile",0.0741,19212362,0.816896925176578,"high","high"
"804",79.17,198.986,17.98,3.971,2021-03-01,"CHL","South America","Chile",0.0807,19212362,0.810286309673274,"high","high"
"805",79.17,228.744,21.86,3.74,2021-03-08,"CHL","South America","Chile",0.0855,19212362,0.817512997961061,"high","high"
"806",79.17,265.439,25.93,4.528,2021-03-15,"CHL","South America","Chile",0.088,19212362,0.804666386655708,"high","high"
"807",79.17,311.28,29.99,4.365,2021-03-22,"CHL","South America","Chile",0.0919,19212362,0.783070661896102,"high","high"
"808",79.17,344.942,34.12,5.287,2021-03-29,"CHL","South America","Chile",0.0974,19212362,0.765895169409345,"high","high"
"809",81.94,357.865,36.62,4.513,2021-04-05,"CHL","South America","Chile",0.1156,19212362,0.752369704780404,"high","high"
"810",81.94,374.075,38.84,5.993,2021-04-12,"CHL","South America","Chile",0.116,19212362,0.761870527563723,"high","high"
"811",81.94,360.036,40.54,5.904,2021-04-19,"CHL","South America","Chile",0.1063,19212362,0.753373305458719,"high","high"
"812",84.72,329.208,41.67,5.19,2021-04-26,"CHL","South America","Chile",0.1055,19212362,0.753691506654475,"high","high"
"813",78.24,298.922,42.93,5.086,2021-05-03,"CHL","South America","Chile",0.1012,19212362,0.766329197101272,"high","high"
"814",78.24,275.068,45.27,4.9,2021-05-10,"CHL","South America","Chile",0.0973,19212362,0.759845551118335,"high","high"
"815",80.09,292.133,48.07,4.58,2021-05-17,"CHL","South America","Chile",0.1007,19212362,0.754164111015832,"high","high"
"816",80.09,320.962,51.22,4.566,2021-05-24,"CHL","South America","Chile",0.1139,19212362,0.77410963088173,"high","high"
"817",84.72,364.981,55.86,5.592,2021-05-31,"CHL","South America","Chile",0.1136,19212362,0.740034157310924,"high","high"
"818",84.72,375.785,58.79,5.636,2021-06-07,"CHL","South America","Chile",0.1063,19212362,0.692172313500846,"high","high"
"819",84.72,355.27,61.41,5.547,2021-06-14,"CHL","South America","Chile",0.0958,19212362,0.672848492851274,"high","high"
"820",84.72,294.156,63.29,6.253,2021-06-21,"CHL","South America","Chile",0.0828,19212362,0.656010427496382,"high","high"
"821",84.72,214.996,65.47,6.015,2021-06-28,"CHL","South America","Chile",0.0724,19212362,0.629663297689926,"high","high"
"822",84.72,159.652,67.55,5.911,2021-07-05,"CHL","South America","Chile",0.0562,19212362,0.615904697758496,"high","high"
"823",84.72,126.518,69.24,5.435,2021-07-12,"CHL","South America","Chile",0.0424,19212362,0.56886088083442,"high","average"
"824",84.72,83.726,70.7,4.157,2021-07-19,"CHL","South America","Chile",0.0328,19212362,0.595936693506494,"high","average"
"825",59.72,70.356,71.83,4.313,2021-07-26,"CHL","South America","Chile",0.0257,19212362,0.584356941924959,"high","average"
"826",59.72,55.82,72.54,3.696,2021-08-02,"CHL","South America","Chile",0.0197,19212362,0.613081141410946,"high","average"
"827",59.72,48.064,73.6,3.651,2021-08-09,"CHL","South America","Chile",0.0173,19212362,0.56448703087611,"high","average"
"828",63.43,41.759,74.2,2.327,2021-08-16,"CHL","South America","Chile",0.0152,19212362,0.488617909433962,"high","average"
"829",63.43,33.178,74.61,1.993,2021-08-23,"CHL","South America","Chile",0.0122,19212362,0.470639473976109,"high","average"
"830",63.43,29.267,75,1.747,2021-08-30,"CHL","South America","Chile",0.0111,19212362,0.479636450409463,"average","average"
"831",63.43,23.764,75.25,1.376,2021-09-06,"CHL","South America","Chile",0.009,19212362,0.485130602759277,"average","low"
"832",63.43,22.411,75.71,1.078,2021-09-13,"CHL","South America","Chile",0.0086,19212362,0.448387726034858,"average","low"
"833",63.43,23.839,76.77,0.848,2021-09-20,"CHL","South America","Chile",0.0107,19212362,0.44382790010917,"average","low"
"834",63.43,34.338,78.65,0.58,2021-09-27,"CHL","South America","Chile",0.0113,19212362,0.431598576086957,"average","average"
"835",38.43,36.375,81.56,0.409,2021-10-04,"CHL","South America","Chile",0.0123,19212362,0.359391730108211,"average","average"
"836",34.72,45.558,82.96,0.528,2021-10-11,"CHL","South America","Chile",0.0164,19212362,0.358707289491077,"average","average"
"837",34.72,64.557,84.25,0.364,2021-10-18,"CHL","South America","Chile",0.0244,19212362,0.373706768886044,"average","average"
"838",37.5,84.663,85.23,0.483,2021-10-25,"CHL","South America","Chile",0.0275,19212362,0.368237828,"average","average"
"839",35.65,99.155,85.87,0.684,2021-11-01,"CHL","South America","Chile",0.0312,19212362,0.340942978855721,"average","average"
"840",35.65,108.977,86.54,0.758,2021-11-08,"CHL","South America","Chile",0.0333,19212362,0.34781756626506,"average","average"
"841",35.65,128.823,87.07,0.9,2021-11-15,"CHL","South America","Chile",0.034,19212362,0.359333737958716,"average","high"
"842",60.19,232.823,NA,4.138,2020-12-21,"COL","South America","Colombia",0.221,51265841,0.753213441792352,"high","high"
"843",60.19,238.923,NA,4.72,2020-12-28,"COL","South America","Colombia",0.231,51265841,0.735252768434821,"high","high"
"844",60.19,229.404,NA,5.052,2021-01-04,"COL","South America","Colombia",0.286,51265841,0.730412907618219,"high","high"
"845",81.02,322.61,NA,6.309,2021-01-11,"COL","South America","Colombia",0.293,51265841,0.738011928271807,"high","high"
"846",81.02,337.816,NA,7.114,2021-01-18,"COL","South America","Colombia",0.275,51265841,0.758121871096199,"high","high"
"847",81.02,291.517,NA,7.644,2021-01-25,"COL","South America","Colombia",0.228,51265841,0.771089454023538,"high","high"
"848",81.02,213.899,NA,7.036,2021-02-01,"COL","South America","Colombia",0.176,51265841,0.767193785075305,"high","high"
"849",81.02,158.713,NA,5.623,2021-02-08,"COL","South America","Colombia",0.141,51265841,0.778148771028967,"high","high"
"850",81.02,103.346,NA,4.169,2021-02-15,"COL","South America","Colombia",0.117,51265841,0.797333596235276,"high","average"
"851",81.02,86.702,NA,3.31,2021-02-22,"COL","South America","Colombia",0.112,51265841,0.814702332873092,"high","average"
"852",81.02,71.328,NA,2.486,2021-03-01,"COL","South America","Colombia",0.1,51265841,0.821569728536867,"high","average"
"853",81.02,65.766,NA,2.04,2021-03-08,"COL","South America","Colombia",0.101,51265841,0.818611003949081,"high","average"
"854",81.02,75.302,1.7,1.797,2021-03-15,"COL","South America","Colombia",0.112,51265841,0.813092411696994,"average","average"
"855",81.02,101.415,2.3,2.522,2021-03-22,"COL","South America","Colombia",0.147,51265841,0.808114038002034,"high","average"
"856",81.02,132.366,3.39,2.594,2021-03-29,"COL","South America","Colombia",0.178,51265841,0.812171497451705,"high","high"
"857",79.63,185.671,4.01,3.383,2021-04-05,"COL","South America","Colombia",0.232,51265841,0.821387802331944,"high","high"
"858",79.63,268.984,4.41,5.191,2021-04-12,"COL","South America","Colombia",0.251,51265841,0.813803665508916,"high","high"
"859",79.63,318.226,5.23,7.223,2021-04-19,"COL","South America","Colombia",0.235,51265841,0.808328817744194,"high","high"
"860",79.63,334.857,NA,8.502,2021-04-26,"COL","South America","Colombia",0.239,51265841,0.808743935472778,"high","high"
"861",69.44,328.682,NA,9.377,2021-05-03,"COL","South America","Colombia",0.24,51265841,0.816906695507339,"high","high"
"862",69.44,306.656,7.88,8.856,2021-05-10,"COL","South America","Colombia",0.254,51265841,0.833656166604203,"high","high"
"863",62.96,323.549,9.07,9.661,2021-05-17,"COL","South America","Colombia",0.261,51265841,0.840924050509837,"high","high"
"864",62.96,328.882,10.3,9.469,2021-05-24,"COL","South America","Colombia",0.288,51265841,0.854740488726658,"high","high"
"865",62.96,437.56,13.26,9.94,2021-05-31,"COL","South America","Colombia",0.301,51265841,0.860893314773516,"high","high"
"866",62.96,519.867,16.12,10.372,2021-06-07,"COL","South America","Colombia",0.323,51265841,0.855889598078486,"high","high"
"867",59.26,514.361,18.12,10.784,2021-06-14,"COL","South America","Colombia",0.327,51265841,0.852344894523027,"high","high"
"868",59.26,531.696,20.13,11.748,2021-06-21,"COL","South America","Colombia",0.339,51265841,0.850564782949172,"high","high"
"869",59.26,609.676,21.82,13.22,2021-06-28,"COL","South America","Colombia",0.319,51265841,0.858306892353741,"high","high"
"870",59.26,525.739,23.57,11.537,2021-07-05,"COL","South America","Colombia",0.289,51265841,0.860633142950162,"high","high"
"871",53.7,431.223,26.87,10.781,2021-07-12,"COL","South America","Colombia",0.271,51265841,0.852849880315964,"high","high"
"872",53.7,349.191,29.69,9.525,2021-07-19,"COL","South America","Colombia",0.236,51265841,0.851116076120983,"high","high"
"873",46.3,224.12,32.1,6.769,2021-07-26,"COL","South America","Colombia",0.194,51265841,0.855685317625369,"high","high"
"874",46.3,180.295,35.61,5.668,2021-08-02,"COL","South America","Colombia",0.151,51265841,0.84704858173889,"high","high"
"875",46.3,116.917,38.84,3.859,2021-08-09,"COL","South America","Colombia",0.113,51265841,0.849353593376869,"high","average"
"876",46.3,77.788,NA,2.728,2021-08-16,"COL","South America","Colombia",0.087,51265841,0.826354371409486,"high","average"
"877",46.3,59.391,43.1,2.048,2021-08-23,"COL","South America","Colombia",0.078,51265841,0.811969943205785,"high","average"
"878",46.3,41.88,45.73,1.583,2021-08-30,"COL","South America","Colombia",0.056,51265841,0.7958228034798,"average","average"
"879",46.3,34.858,NA,1.248,2021-09-06,"COL","South America","Colombia",0.05,51265841,0.794764782060832,"average","average"
"880",46.3,32.854,48.01,0.992,2021-09-13,"COL","South America","Colombia",0.045,51265841,0.792148370378035,"average","average"
"881",46.3,29.778,49.29,0.66,2021-09-20,"COL","South America","Colombia",0.043,51265841,0.800001115320862,"average","average"
"882",46.3,29.095,51.1,0.708,2021-09-27,"COL","South America","Colombia",0.038,51265841,0.78522406947488,"average","average"
"883",46.3,29.407,52.96,0.688,2021-10-04,"COL","South America","Colombia",0.041,51265841,0.745060261928233,"average","average"
"884",46.3,28.094,54.65,0.641,2021-10-11,"COL","South America","Colombia",0.037,51265841,0.739302759917568,"average","average"
